civilite,prenom,nom,lieu_dit,cp,ville,id_client,code_postal,nom_de_la_commune,c_insee,c_iris,c_qualite_iris,codgeo,id,age_retraite,age_etud,rfmd911,tx_seul,tx_fammono,tx_coupsenf,tx_coupaenf,et_niv0,et_niv1,et_niv2,propr,locat,locat_hlm,h_ind,t_comm,typocom,rev,c_indice_qualite_rev,t_mm,t_m,t_p,t_pp,c_indice_qualite_formation,c_indice_qualite_menage,c_indice_qualite_pcs,c_indice_qualite_logement
M.,Éric,Rey,,6000,Nice,2df5f3f6-594c-4150-b1cc-0f9371505179,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Guillaume,Joly,,33000,Bordeaux,40949b68-b7d6-4b6f-9bd7-fc4bae782a9f,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
Mme,Marine,Devaux,,66000,Perpignan,6f7a26f5-772e-4624-adbb-9816eda1604f,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,Théophile,Germain,,63000,Clermont-Ferrand,0ae2f9c5-276d-4ac8-b0db-6e399dc53be0,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Sébastien,Guibert,,74000,Annecy,8c84d206-f8c7-4852-acc6-6eb574e37d5f,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
M.,Zacharie,Roussel,,51100,Reims,005b3e9b-dd68-4d7f-b07a-e85a0c82d14c,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Zacharie,Roussel,,51100,Reims,005b3e9b-dd68-4d7f-b07a-e85a0c82d14c,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Agnès,De Sousa,,69100,Villeurbanne,6fa97c08-cce2-4bb4-971d-2573f695cf20,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
Mme,Olivie,Ramos,,33000,Bordeaux,587c994c-0cb5-4205-8ef3-7ce2b77cd5c7,33000.0,BORDEAUX,33063,0000,2,330630000,29517.0,55.26,21.09,69644.0,0.57,0.08,0.19,0.15,0.39,0.33,0.28,0.28,0.72,0.11,0.25,8.0,111.0,24278.42,2.0,0.25,0.23,0.29,0.24,4.0,4.0,2.0,4.0
M.,Thibault,Peron,,38000,Grenoble,e7530431-97f0-471e-acf0-92d0c3686428,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
M.,Aimé,Fontaine,,67000,Strasbourg,a82dd43e-2cb5-4ccf-87bd-a2d96e3542e5,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
Mme,Élisabeth,Roger,,63000,Clermont-Ferrand,fc7965d3-b575-4d98-99ca-9bfa55632132,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Alexandre,Peron,,69100,Villeurbanne,3e77fb6d-63e8-4cd9-a625-be17018c2fed,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
M.,Louis,Guillou,,76600,Le Havre,17991306-c721-40eb-a91e-b52518f85edf,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
Mme,Claire,Loiseau,,69100,Villeurbanne,a448a521-ddaa-41af-a262-a9c6684439c9,69100.0,VILLEURBANNE,69266,0000,2,692660000,66445.0,53.43,20.4,57605.0,0.48,0.09,0.21,0.22,0.51,0.31,0.18,0.3,0.7,0.18,0.06,7.0,111.0,20557.08,1.0,0.28,0.26,0.29,0.17,2.0,4.0,2.0,3.0
Mme,Inès,Philippe,,72000,Le Mans,6e7a2d2b-9825-4dd3-8b06-1f1dd03e9472,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
M.,Philippe,Benoit,,21000,Dijon,6b7141cf-1073-439c-9e63-7ce5afd401da,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Alix,Potier,,34000,Montpellier,f62dee9a-9740-443a-9b9b-c0f501e7a367,34000.0,MONTPELLIER,34172,0000,2,341720000,31260.0,54.48,20.95,57447.0,0.53,0.1,0.2,0.17,0.44,0.33,0.24,0.29,0.71,0.14,0.14,8.0,111.0,19788.96,1.0,0.31,0.23,0.27,0.19,3.0,4.0,1.0,4.0
Mme,Jeannine,Ramos,,21000,Dijon,ff227005-ec90-4298-bc1a-a8e0bbfdc59d,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
Mme,Anastasie,Techer,,37000,Tours,d9a8c4ee-2bf7-4b0f-ad0b-a014bd8c00cb,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
Mme,Victoire,Prévost,,35000,Rennes,c0bd23a8-4220-406a-999f-0c28d404cf15,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
Mme,Lucie,Nicolas,,74000,Annecy,807b7cb1-b6f0-45a7-ad3d-4e6ee79e9e83,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
M.,Jérôme,Bailly,,31000,Toulouse,8a4e8d96-b0cd-47a6-9865-c787eb1643b3,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Renée,Benard,,29200,Brest,1ae404d8-dee1-4355-a914-683153881467,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
M.,Guy,Carlier,,87000,Limoges,0221c1cf-4856-4283-b2e1-a59866e59351,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
M.,Gabriel,Blanchard,,57000,Metz,1d800b89-5f91-4367-baf6-39d57018eaa7,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
M.,Georges,Gilles,,59000,Lille,f6dca888-5871-4e41-959b-d851d51ce9ad,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
Mme,Manon,Rossi,,83000,Toulon,ea427681-5685-4e4c-9bd6-5ec76d9abde0,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
Mme,Hélène,Hoarau,,35000,Rennes,1612fe21-cba1-406e-abef-d89c3a1c3f2d,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
M.,Tristan,Brun,,30000,Nîmes,e59b2c60-68c3-4726-94e2-6ab620b9e8a3,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
Mme,Diane,Delattre,,29200,Brest,a78d3f8e-a6b4-4445-830f-43062f016463,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
Mme,Margot,Fontaine,,57000,Metz,42dcaf06-4951-43c7-b6ce-4cc2800dff0d,57000.0,METZ,57463,0000,2,574630000,51455.0,55.88,20.12,60618.0,0.47,0.1,0.23,0.2,0.54,0.29,0.18,0.28,0.72,0.18,0.14,7.0,111.0,21377.12,0.0,0.3,0.27,0.25,0.17,0.0,4.0,1.0,4.0
M.,Christophe,Dubois,,76600,Le Havre,e0d64aad-3711-4bb8-a7f4-0416b92e70da,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
M.,Henri,Normand,,74000,Annecy,5f3bb776-f732-4544-97c2-2139e32a0bbc,74000.0,ANNECY,74010,0000,2,740100000,70784.0,55.86,20.45,67163.0,0.5,0.08,0.25,0.17,0.48,0.32,0.2,0.43,0.57,0.11,0.05,6.0,111.0,24321.05,0.0,0.26,0.25,0.31,0.18,2.0,4.0,2.0,1.0
Mme,Charlotte,Richard,,67000,Strasbourg,7c2a63fe-24de-4d2d-a224-b4237bd54ead,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
Mme,Alice,Blondel,,87000,Limoges,90310bd6-8239-4f1b-bafe-ff9b1ac79b08,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Pénélope,Lecomte,,35000,Rennes,7c0f0244-235e-43bb-86eb-7e7ad085fa36,35000.0,RENNES,35238,0000,2,352380000,32298.0,55.18,19.8,63135.0,0.55,0.07,0.21,0.16,0.45,0.31,0.24,0.3,0.7,0.18,0.15,8.0,111.0,22884.53,2.0,0.28,0.24,0.26,0.23,3.0,4.0,2.0,3.0
Mme,Andrée,Bonnet,,66000,Perpignan,d840987e-e187-483f-a405-149baee8e3bd,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,Benoît,Sanchez,,31000,Toulouse,5fdec6a9-c930-48b7-83e7-f58ab28b2491,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
Mme,Michelle,Hoarau,,30000,Nîmes,fa0215f2-f425-475a-9b3b-a2048819a021,30000.0,NIMES,30189,0000,2,301890000,26493.0,60.84,20.13,57395.0,0.44,0.12,0.23,0.21,0.57,0.28,0.15,0.35,0.65,0.16,0.31,7.0,111.0,20001.63,0.0,0.35,0.27,0.25,0.13,0.0,4.0,0.0,2.0
M.,Auguste,Prévost,,6000,Nice,c9ebb1e7-a28e-4bbf-8a96-3cd7f78063d4,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
Mme,Agnès,Legendre,,66000,Perpignan,8b3c3549-29d1-49c7-9420-1a864f74ba95,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,Jérôme,Thierry,,31000,Toulouse,91f0529a-ed42-40bc-9b52-4bf65f58fa4c,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
M.,Matthieu,Besson,,38000,Grenoble,3b427ecd-75c4-46f1-a842-1ce27450fbf3,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
Mme,Adélaïde,Simon,,66000,Perpignan,546af690-a04e-4072-917d-a936347d4ec7,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
Mme,Andrée,Dumas,,66000,Perpignan,2706b8a6-4dd7-45d6-97ac-7e0b0038a998,66000.0,PERPIGNAN,66136,0000,2,661360000,63239.0,58.4,20.51,50722.0,0.46,0.13,0.22,0.19,0.6,0.27,0.13,0.4,0.6,0.1,0.27,7.0,111.0,17718.75,0.0,0.38,0.26,0.26,0.11,0.0,4.0,0.0,2.0
M.,David,Andre,,6000,Nice,713846b9-131b-415a-98de-e48381659718,6000.0,NICE,06088,0000,2,060880000,4480.0,61.38,21.01,62811.0,0.45,0.1,0.24,0.21,0.54,0.3,0.16,0.45,0.55,0.09,0.08,8.0,111.0,22717.1,0.0,0.27,0.29,0.29,0.15,0.0,4.0,2.0,1.0
M.,Pierre,Lemaître,,76600,Le Havre,0c2664ce-1a0a-4011-8864-77997987771f,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
Mme,Mathilde,Fernandez,,51100,Reims,e3296c6a-5d48-4f0d-bc01-d5c03628f254,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Mathilde,Fernandez,,51100,Reims,e3296c6a-5d48-4f0d-bc01-d5c03628f254,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Guy,Moreno,,69001,Lyon,4a31264f-f071-4cac-b9e3-e20869b7c348,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Jérôme,Bouchet,,59000,Lille,3149c9ee-6fac-46f0-8d84-f3db7326d68a,59000.0,LILLE,59350,0000,2,593500000,53884.0,53.4,20.47,59281.0,0.56,0.09,0.19,0.17,0.46,0.27,0.27,0.23,0.77,0.18,0.23,8.0,111.0,19794.5,3.0,0.29,0.22,0.26,0.24,3.0,4.0,2.0,4.0
M.,Thomas,Collin,,83000,Toulon,e4a984d6-f1df-4587-b7ab-a157cebb37b7,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
Mme,Monique,Jacob,,67000,Strasbourg,bbde56da-d5ac-4d1a-9085-0a7c68588e60,67000.0,STRASBOURG,67482,0000,2,674820000,64528.0,55.66,20.62,63906.5,0.49,0.1,0.2,0.21,0.5,0.27,0.23,0.22,0.78,0.19,0.07,8.0,111.0,22478.58,1.0,0.32,0.22,0.25,0.21,2.0,4.0,1.0,4.0
M.,André,Lucas,,38000,Grenoble,9565bc47-7022-44e4-a032-82c973597675,38000.0,GRENOBLE,38185,0000,2,381850000,34283.0,53.79,20.47,61190.0,0.52,0.08,0.22,0.17,0.43,0.3,0.28,0.33,0.67,0.14,0.03,7.0,111.0,21950.05,2.0,0.26,0.21,0.27,0.26,4.0,4.0,3.0,3.0
Mme,Christine,Delannoy,,21000,Dijon,43f17297-0486-459c-813b-f092ea1f891e,21000.0,DIJON,21231,0000,2,212310000,16504.0,55.67,19.71,61471.0,0.54,0.07,0.22,0.16,0.48,0.32,0.19,0.39,0.61,0.11,0.16,7.0,111.0,23286.23,1.0,0.27,0.24,0.31,0.18,2.0,4.0,2.0,2.0
M.,Richard,François,,25000,Besançon,10bd7285-e970-4325-9694-c20fdc4dac3f,25000.0,BESANCON,25056,0000,2,250560000,20195.0,56.56,19.79,57337.0,0.55,0.09,0.2,0.16,0.52,0.29,0.19,0.29,0.71,0.19,0.13,7.0,111.0,21110.06,0.0,0.31,0.24,0.27,0.18,1.0,4.0,1.0,4.0
Mme,Marine,Laine,,63000,Clermont-Ferrand,ae8039ed-0449-4ef6-a4da-96ea33049b3f,63000.0,CLERMONT FERRAND,63113,0000,2,631130000,59919.0,54.95,20.12,54684.0,0.55,0.08,0.21,0.16,0.54,0.29,0.17,0.26,0.74,0.2,0.18,7.0,111.0,20214.23,1.0,0.32,0.26,0.25,0.16,0.0,4.0,0.0,4.0
M.,Marc,Sanchez,,87000,Limoges,413f9e46-7fdc-4d29-9197-721c9b1f7845,87000.0,LIMOGES,87085,0000,2,870850000,82743.0,57.88,19.88,55183.0,0.52,0.09,0.23,0.16,0.56,0.29,0.15,0.33,0.67,0.18,0.27,7.0,111.0,20391.11,0.0,0.33,0.25,0.28,0.14,0.0,4.0,0.0,3.0
Mme,Susanne,Noël,,80000,Amiens,1212ccc8-4785-49ca-abd9-a2082d1b1bfd,80000.0,AMIENS,80021,0000,2,800210000,77450.0,55.26,19.53,56990.0,0.46,0.12,0.21,0.21,0.57,0.26,0.16,0.27,0.73,0.23,0.39,7.0,111.0,19976.59,0.0,0.35,0.25,0.25,0.16,0.0,4.0,0.0,4.0
Mme,Monique,Alexandre,,37000,Tours,5d6823e7-bf5d-4c4f-9f90-48dc1df2f6bf,37000.0,TOURS,37261,0000,2,372610000,33781.0,55.72,19.42,56754.0,0.55,0.08,0.21,0.15,0.52,0.3,0.17,0.26,0.74,0.22,0.22,7.0,111.0,20848.96,0.0,0.31,0.26,0.27,0.17,1.0,4.0,1.0,4.0
Mme,Agathe,Mary,,13100,Aix-en-Provence,ff7596f4-bf73-43d9-b4d1-ece879bbad99,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Agathe,Mary,,13100,Aix-en-Provence,ff7596f4-bf73-43d9-b4d1-ece879bbad99,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Françoise,Breton,,83000,Toulon,a6a33301-d0cd-4c6e-828c-e00c1e484aa7,83000.0,TOULON,83137,0000,2,831370000,80691.0,61.14,20.7,57254.0,0.44,0.11,0.24,0.21,0.59,0.29,0.12,0.42,0.58,0.11,0.22,7.0,111.0,20126.66,0.0,0.31,0.31,0.26,0.11,0.0,4.0,1.0,1.0
Mme,Frédérique,Royer,,51100,Reims,76afe1ca-d2ee-4ed6-8210-4ccb1cc94eb6,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Frédérique,Royer,,51100,Reims,76afe1ca-d2ee-4ed6-8210-4ccb1cc94eb6,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
Mme,Anastasie,Morin,,29200,Brest,a89cf4e6-b87c-4646-8d3f-ebf8e82ebf02,29200.0,BREST,29019,0000,2,290190000,24550.0,56.61,20.25,53821.0,0.52,0.09,0.21,0.18,0.52,0.32,0.15,0.39,0.61,0.16,0.25,7.0,111.0,20100.44,0.0,0.32,0.27,0.25,0.16,1.0,4.0,1.0,2.0
Mme,Adrienne,Robin,,13100,Aix-en-Provence,e9327fef-2d1c-48e3-86af-766922b90b07,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
Mme,Adrienne,Robin,,13100,Aix-en-Provence,e9327fef-2d1c-48e3-86af-766922b90b07,13100.0,AIX EN PROVENCE,13001,0000,2,130010000,9737.0,59.59,21.19,79075.0,0.47,0.09,0.24,0.2,0.4,0.32,0.28,0.34,0.66,0.13,0.22,7.0,111.0,27992.02,1.0,0.23,0.23,0.29,0.25,4.0,4.0,3.0,3.0
M.,Gilles,Jacquot,,31000,Toulouse,15a98ade-01d3-49bd-9909-46a513875f15,31000.0,TOULOUSE,31555,0000,2,315550000,28156.0,53.81,20.79,64674.0,0.55,0.09,0.2,0.16,0.39,0.32,0.28,0.3,0.7,0.12,0.18,8.0,111.0,22742.56,2.0,0.26,0.22,0.27,0.25,4.0,4.0,2.0,3.0
M.,Rémy,Delattre,,51100,Reims,eb464583-3fd7-4665-ac5a-d7d1cc18e071,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Rémy,Delattre,,51100,Reims,eb464583-3fd7-4665-ac5a-d7d1cc18e071,51100.0,REIMS,51454,0000,2,514540000,45494.0,56.24,19.38,57380.0,0.48,0.1,0.22,0.2,0.58,0.28,0.15,0.19,0.81,0.29,0.21,7.0,111.0,20913.52,0.0,0.34,0.26,0.25,0.15,0.0,4.0,0.0,4.0
M.,Benjamin,Ledoux,,76600,Le Havre,aaff6b5a-e082-493d-97b4-1f5e9858b2a9,76600.0,LE HAVRE,76351,0000,2,763510000,73321.0,59.21,19.63,54242.0,0.42,0.11,0.24,0.23,0.67,0.24,0.09,0.3,0.7,0.25,0.28,7.0,111.0,19466.58,0.0,0.39,0.27,0.24,0.1,2.0,4.0,0.0,3.0
M.,Thibault,Seguin,,42000,Saint-Étienne,a0c763d4-2809-452e-8240-d4c66c4122af,,,,0000,8,0000,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,Adrien,Guillon,,72000,Le Mans,21f90c55-69d6-475f-b727-44d48699d562,72000.0,LE MANS,72181,0000,2,721810000,69613.0,58.83,19.57,56435.0,0.47,0.09,0.25,0.19,0.6,0.27,0.13,0.37,0.63,0.2,0.43,7.0,111.0,21165.95,0.0,0.33,0.26,0.28,0.14,0.0,4.0,0.0,2.0
